SK_ORDER,SK_CUSTOMER,ID_ORDER,ORD_STATUS,DAT_PURCHASE,DAT_APPROVED,DAT_SHIPPED,DAT_DELIVERED,DAT_ESTIMATED_DELIVERY
97035,25553,58b99a93ab6127501faa09a1c8878dc4,delivered,2018-05-20T16:20:04.000Z,2018-05-20T16:35:15.000Z,2018-05-21T14:29:00.000Z,2018-06-05T18:13:09.000Z,2018-06-08T00:00:00.000Z
97036,65677,74da83fb91c2ae842aa99326a002cde7,delivered,2017-06-29T12:55:23.000Z,2017-06-29T13:05:14.000Z,2017-07-04T14:51:39.000Z,2017-07-17T19:04:34.000Z,2017-07-28T00:00:00.000Z
97037,74208,d260277a7aa9c0b43085988159b47726,delivered,2018-04-25T15:20:14.000Z,2018-04-25T15:30:26.000Z,2018-04-26T09:32:00.000Z,2018-04-27T18:04:57.000Z,2018-05-17T00:00:00.000Z
97038,5835,d128b5634e1faad98f4ef5ac2f7e2e97,delivered,2018-08-18T23:53:24.000Z,2018-08-20T11:10:02.000Z,2018-08-20T15:20:00.000Z,2018-08-28T14:58:32.000Z,2018-09-12T00:00:00.000Z
97039,72262,44e39cef43dc4c715a13ab687ba2c081,delivered,2018-05-07T16:37:35.000Z,2018-05-07T17:56:57.000Z,2018-05-08T13:41:00.000Z,2018-05-14T17:51:55.000Z,2018-05-25T00:00:00.000Z
97040,71891,314fe43380ae463c4b91647e819997b2,delivered,2018-08-08T17:25:12.000Z,2018-08-08T17:45:15.000Z,2018-08-09T12:22:00.000Z,2018-08-13T16:22:44.000Z,2018-08-16T00:00:00.000Z
97041,63375,38b7d71941e3c753779d2eb44302690f,delivered,2018-05-07T08:29:29.000Z,2018-05-07T16:53:03.000Z,2018-05-09T12:27:00.000Z,2018-05-15T13:41:58.000Z,2018-05-25T00:00:00.000Z
97042,53817,e41c6da781772f030e857c2b427a917a,delivered,2018-05-09T14:11:56.000Z,2018-05-09T15:36:52.000Z,2018-05-11T07:53:00.000Z,2018-05-14T17:36:40.000Z,2018-05-18T00:00:00.000Z
97043,11633,a722399a4edf2b67d2d662c619d1f0eb,delivered,2017-07-31T10:25:20.000Z,2017-08-02T03:04:36.000Z,2017-08-04T19:27:23.000Z,2017-08-11T15:33:49.000Z,2017-08-18T00:00:00.000Z
97044,67180,268836b1aa282605cf690e10defb2b35,delivered,2018-02-28T15:41:04.000Z,2018-03-01T02:48:59.000Z,2018-03-03T02:27:08.000Z,2018-03-14T22:58:39.000Z,2018-03-28T00:00:00.000Z
97045,32784,a54a65531feecee80712fac10405795e,delivered,2018-07-27T12:14:31.000Z,2018-07-28T02:50:24.000Z,2018-07-30T11:01:00.000Z,2018-08-08T16:38:45.000Z,2018-08-16T00:00:00.000Z
97046,4551,c0fabfdace2df4fbd9e0e958f29a2cd7,delivered,2017-12-03T17:44:17.000Z,2017-12-05T17:37:25.000Z,2017-12-07T15:24:06.000Z,2017-12-12T19:37:50.000Z,2017-12-20T00:00:00.000Z
97047,60652,84869e6e6b633fa602128f93f70e2c12,delivered,2018-08-12T20:44:16.000Z,2018-08-14T04:24:20.000Z,2018-08-15T12:32:00.000Z,2018-08-22T20:57:26.000Z,2018-09-06T00:00:00.000Z
97048,69235,3fe0539e577c4fbfd80fe4cefb8abc0d,delivered,2017-03-08T13:00:22.000Z,2017-03-09T13:10:48.000Z,2017-03-15T11:04:52.000Z,2017-03-21T12:47:55.000Z,2017-04-13T00:00:00.000Z
97049,43372,fad45938bae3bd8a63fbae03cc8ae040,delivered,2017-08-17T15:11:20.000Z,2017-08-17T15:45:16.000Z,2017-09-06T19:38:08.000Z,2017-09-19T11:10:51.000Z,2017-09-25T00:00:00.000Z
97050,7366,bad0467c52f23cdc71e9fa139d4a8afd,delivered,2017-09-09T18:46:10.000Z,2017-09-09T19:03:37.000Z,2017-09-11T19:52:42.000Z,2017-09-19T17:23:12.000Z,2017-10-09T00:00:00.000Z
97051,61694,115faf732ae2a6adbc96dc35069621e5,delivered,2018-08-05T16:01:47.000Z,2018-08-05T16:55:06.000Z,2018-08-06T14:22:00.000Z,2018-08-08T16:58:54.000Z,2018-08-15T00:00:00.000Z
97052,6931,742cbcd370fd2e637bf3f2570ac5ed2a,delivered,2018-05-07T21:46:22.000Z,2018-05-07T22:11:42.000Z,2018-05-08T10:17:00.000Z,2018-06-06T23:50:52.000Z,2018-05-30T00:00:00.000Z
97053,82316,5e3b1fdfb3471cc5fcbeaa63de769fc0,delivered,2018-05-06T18:17:54.000Z,2018-05-08T20:32:01.000Z,2018-05-09T11:10:00.000Z,2018-05-16T21:46:27.000Z,2018-05-28T00:00:00.000Z
97054,52008,548ae1aba5f1d4972fbbef7b6f6d23aa,delivered,2018-03-11T20:44:48.000Z,2018-03-11T20:56:14.000Z,2018-03-13T02:32:46.000Z,2018-03-14T20:23:29.000Z,2018-03-28T00:00:00.000Z
97055,95040,28d287f25c6e6f49bdf6c90d4bbc2076,delivered,2017-12-26T15:47:15.000Z,2017-12-26T16:20:30.000Z,2017-12-27T19:10:38.000Z,2017-12-28T14:29:10.000Z,2018-01-15T00:00:00.000Z
97056,83026,9d74929fefd45dd3ebce40cc681596b3,delivered,2017-10-18T16:19:46.000Z,2017-10-19T02:56:53.000Z,2017-10-19T19:47:54.000Z,2017-11-06T23:28:33.000Z,2017-11-16T00:00:00.000Z
97057,73321,94f4c67dcdbd11ebb8bc2485bb362830,delivered,2017-05-29T19:35:51.000Z,2017-05-29T19:50:17.000Z,2017-05-30T06:28:46.000Z,2017-06-07T14:55:15.000Z,2017-06-21T00:00:00.000Z
97058,47126,73f48f63d3e4f1a7e909c2261194aad2,delivered,2017-02-15T20:14:24.000Z,2017-02-15T20:25:20.000Z,2017-02-20T04:06:23.000Z,2017-02-23T11:45:22.000Z,2017-03-16T00:00:00.000Z
97059,60755,dc6cece6890d0a1710dff80a6f1090d9,delivered,2017-07-09T11:40:19.000Z,2017-07-11T03:55:34.000Z,2017-07-11T18:27:58.000Z,2017-07-13T17:04:19.000Z,2017-08-02T00:00:00.000Z
97060,69618,3f9b6f8b34537b09fecc693148454b85,delivered,2018-02-21T20:02:16.000Z,2018-02-21T20:15:28.000Z,2018-02-22T20:24:10.000Z,2018-02-23T13:28:58.000Z,2018-03-07T00:00:00.000Z
97061,64578,13188f2e3cfdae1480d1552e58d19d7d,delivered,2018-07-24T10:49:44.000Z,2018-07-25T02:44:22.000Z,2018-07-25T16:09:00.000Z,2018-07-26T22:03:09.000Z,2018-08-01T00:00:00.000Z
97062,67172,95e978f299dd47721ee357c14f859b66,delivered,2018-02-06T20:51:01.000Z,2018-02-07T02:52:34.000Z,2018-02-08T23:23:07.000Z,2018-02-28T16:39:45.000Z,2018-03-12T00:00:00.000Z
97063,27618,4ab68bc41831caca906e6bdb5c94235c,delivered,2017-11-07T13:16:10.000Z,2017-11-07T13:26:33.000Z,2017-11-09T15:12:55.000Z,2017-11-20T20:49:46.000Z,2017-12-12T00:00:00.000Z
97064,69419,5908ee27430d026f83a0310e7c7770a2,delivered,2018-04-04T17:26:30.000Z,2018-04-05T17:29:50.000Z,2018-04-07T01:17:44.000Z,2018-04-19T16:48:58.000Z,2018-04-30T00:00:00.000Z
97065,94346,ff6f331d72b0d62624db312fd52fa91a,delivered,2018-05-02T21:50:39.000Z,2018-05-02T22:34:48.000Z,2018-05-08T14:43:00.000Z,2018-05-14T15:41:42.000Z,2018-05-28T00:00:00.000Z
97066,73814,5a37429384be05ca14780e4989543688,delivered,2017-01-18T17:42:22.000Z,2017-01-18T17:55:09.000Z,2017-01-23T11:19:08.000Z,2017-02-06T13:33:56.000Z,2017-02-28T00:00:00.000Z
97067,77930,58cf4bf760edf8c8fd391eb871b0eaa4,delivered,2018-07-11T22:57:12.000Z,2018-07-11T23:10:15.000Z,2018-07-17T13:46:00.000Z,2018-07-24T17:24:31.000Z,2018-08-06T00:00:00.000Z
97068,76367,3354a9e699cdd99dae33906e55a8ca17,delivered,2018-01-15T10:18:09.000Z,2018-01-15T10:30:26.000Z,2018-01-17T19:29:07.000Z,2018-02-15T15:32:30.000Z,2018-02-09T00:00:00.000Z
97069,44149,6f91268a084c516d7ad2ede51294e10e,delivered,2017-11-08T09:36:19.000Z,2017-11-09T04:31:09.000Z,2017-11-16T22:51:07.000Z,2017-11-25T17:38:35.000Z,2017-11-28T00:00:00.000Z
97070,49113,ecc7cc27b69424be1699b4551e825a0a,delivered,2018-01-09T13:29:17.000Z,2018-01-12T09:31:39.000Z,2018-01-16T01:12:54.000Z,2018-02-07T23:32:17.000Z,2018-02-16T00:00:00.000Z
97071,52821,24c678d0e706ce6ac170aa7168fb1ecc,delivered,2018-02-22T13:54:24.000Z,2018-02-22T14:10:18.000Z,2018-02-26T17:17:18.000Z,2018-03-08T23:18:35.000Z,2018-04-02T00:00:00.000Z
97072,35122,33d85d21dd088cf5ed7a5611d65853e5,delivered,2018-03-07T19:56:55.000Z,2018-03-07T20:49:05.000Z,2018-03-09T18:22:50.000Z,2018-03-19T18:08:39.000Z,2018-03-19T00:00:00.000Z
97073,81869,dcb8f406a37e7da18d02d9a19cdfe8eb,delivered,2017-05-27T20:35:19.000Z,2017-05-28T20:42:25.000Z,2017-05-29T13:43:13.000Z,2017-05-31T12:43:10.000Z,2017-06-21T00:00:00.000Z
97074,91424,5c092582307d1169e1a475648c90003f,delivered,2017-11-27T00:13:40.000Z,2017-11-27T00:32:38.000Z,2017-11-28T21:54:42.000Z,2018-01-16T18:13:36.000Z,2017-12-22T00:00:00.000Z
97075,79340,1449769412dea5d16183085a97ba3bca,shipped,2018-03-23T20:22:36.000Z,2018-03-23T20:35:38.000Z,2018-04-03T22:38:24.000Z,"",2018-04-11T00:00:00.000Z
97076,89708,3e84781202afaaf7f60c916ead71766e,delivered,2018-04-09T14:34:07.000Z,2018-04-09T14:50:45.000Z,2018-04-10T20:22:26.000Z,2018-04-13T20:58:56.000Z,2018-04-26T00:00:00.000Z
97077,70180,4bea7c11bcf3f690cb3feee7b57a1e98,delivered,2018-03-13T14:16:12.000Z,2018-03-13T14:47:50.000Z,2018-03-15T21:26:40.000Z,2018-04-10T21:06:52.000Z,2018-04-02T00:00:00.000Z
97078,4227,0c2cf3b3583c8f83ff9b3122d44fdaeb,delivered,2018-08-24T14:57:19.000Z,2018-08-24T15:05:11.000Z,2018-08-27T12:46:00.000Z,2018-08-28T18:32:28.000Z,2018-08-31T00:00:00.000Z
97079,45469,02f2c7fceceffdefd9a7e96abe08d93f,delivered,2017-06-18T20:06:06.000Z,2017-06-18T20:15:21.000Z,2017-06-23T11:22:16.000Z,2017-07-04T14:17:47.000Z,2017-07-25T00:00:00.000Z
97080,24730,9f5173eb1a39549202e4ea7f568addb6,delivered,2018-03-25T20:56:27.000Z,2018-03-25T21:10:34.000Z,2018-03-26T19:47:44.000Z,2018-04-14T13:29:48.000Z,2018-04-18T00:00:00.000Z
97081,79169,0eac9f8e158a0eadfce8c9da8547a8ce,delivered,2018-05-03T13:36:47.000Z,2018-05-04T17:10:17.000Z,2018-05-07T16:25:00.000Z,2018-05-14T15:28:50.000Z,2018-05-22T00:00:00.000Z
97082,15278,30f9680e12738190e2910a6f914f1703,delivered,2018-07-26T12:14:51.000Z,2018-07-26T12:25:18.000Z,2018-07-26T15:24:00.000Z,2018-07-31T19:22:10.000Z,2018-08-23T00:00:00.000Z
97083,42072,5d169e74fbced395f079ddcc33445dc1,delivered,2018-06-22T17:33:54.000Z,2018-06-22T17:58:44.000Z,2018-06-26T11:53:00.000Z,2018-06-30T12:36:44.000Z,2018-07-20T00:00:00.000Z
97084,96264,8ad3c90054f697a24d150f97f9895638,delivered,2018-05-13T22:32:35.000Z,2018-05-13T22:53:50.000Z,2018-05-14T14:54:00.000Z,2018-05-26T18:18:22.000Z,2018-06-05T00:00:00.000Z
97085,33028,0380d4bc2621c9c80b674b729d4c6c02,delivered,2018-02-15T12:26:54.000Z,2018-02-15T12:35:27.000Z,2018-02-19T21:22:43.000Z,2018-02-20T22:07:28.000Z,2018-03-02T00:00:00.000Z
97086,73740,8f53771a7fcdba0c4033c969cda4724c,delivered,2018-04-01T14:39:36.000Z,2018-04-01T15:31:55.000Z,2018-04-11T17:19:28.000Z,2018-04-16T15:35:46.000Z,2018-04-26T00:00:00.000Z
97087,65072,7e6c8e28ce48b444b6b6028f6aca5c72,delivered,2017-10-16T10:50:53.000Z,2017-10-16T11:10:11.000Z,2017-10-17T14:24:02.000Z,2017-10-18T14:41:24.000Z,2017-10-31T00:00:00.000Z
97088,42614,ae8d2355c75c103cecb78b4b58ed7a9b,delivered,2017-05-30T11:57:07.000Z,2017-05-30T13:23:13.000Z,2017-05-31T09:23:02.000Z,2017-06-12T11:59:46.000Z,2017-06-20T00:00:00.000Z
97089,81965,0735a85a187bf67cfe490862c0e72bb0,delivered,2018-04-04T10:36:31.000Z,2018-04-04T10:49:15.000Z,2018-04-05T17:03:32.000Z,2018-04-06T23:38:36.000Z,2018-04-16T00:00:00.000Z
97090,38756,8f5817567870050244ea3c3365cb3e4b,delivered,2018-03-11T18:34:23.000Z,2018-03-11T18:50:29.000Z,2018-03-12T19:21:54.000Z,2018-03-22T14:18:35.000Z,2018-03-28T00:00:00.000Z
97091,15086,498df1cd2e70db2732f74f8c673e733f,delivered,2018-02-15T11:46:10.000Z,2018-02-15T12:07:44.000Z,2018-02-20T18:23:30.000Z,2018-03-09T20:21:47.000Z,2018-03-09T00:00:00.000Z
97092,35399,e22737e996298006a1b66185c8b4399e,delivered,2018-04-04T10:15:39.000Z,2018-04-04T10:30:18.000Z,2018-04-04T23:46:33.000Z,2018-04-19T22:44:54.000Z,2018-04-30T00:00:00.000Z
97093,66776,926f5e1e6faac24526c88890d6cd84ac,delivered,2018-05-18T11:28:40.000Z,2018-05-19T07:10:48.000Z,2018-06-08T14:26:00.000Z,2018-06-11T21:58:43.000Z,2018-06-21T00:00:00.000Z
97094,98190,52a1973044aa5f46769841ea77ffc2ed,delivered,2017-09-25T13:39:41.000Z,2017-09-25T13:50:13.000Z,2017-09-27T15:38:25.000Z,2017-10-08T15:13:56.000Z,2017-10-26T00:00:00.000Z
97095,58911,2290b45124e2773329685c8dd7458e68,delivered,2018-07-04T13:43:30.000Z,2018-07-05T16:09:14.000Z,2018-07-05T09:56:00.000Z,2018-07-10T16:08:34.000Z,2018-07-26T00:00:00.000Z
97096,16947,41827e4e8d543efd8589dd2b2578c1d5,delivered,2017-03-17T20:50:31.000Z,2017-03-17T20:50:31.000Z,2017-03-20T12:46:01.000Z,2017-04-03T09:18:10.000Z,2017-04-11T00:00:00.000Z
97097,53638,c518f5624cc7261df143c155e642a8cd,delivered,2017-03-12T16:26:20.000Z,2017-03-12T16:26:20.000Z,2017-03-13T13:10:21.000Z,2017-03-21T18:28:07.000Z,2017-04-10T00:00:00.000Z
97098,1050,fb30296d350b197030e65d4a2e52a1a6,delivered,2018-04-02T10:52:26.000Z,2018-04-03T05:48:55.000Z,2018-04-03T22:57:50.000Z,2018-04-07T16:06:48.000Z,2018-04-12T00:00:00.000Z
97099,83649,a0bb81fda7cf88b07f9a884c1be7ba64,delivered,2018-07-31T22:46:31.000Z,2018-07-31T23:04:17.000Z,2018-08-10T15:36:00.000Z,2018-08-15T18:48:30.000Z,2018-08-29T00:00:00.000Z
97100,33614,28785e42a86823ed810e8697382b4ceb,delivered,2018-03-17T22:07:37.000Z,2018-03-17T22:28:48.000Z,2018-03-19T18:51:59.000Z,2018-03-29T22:41:52.000Z,2018-04-09T00:00:00.000Z
97101,23173,b34369ee8397436dd7ceb8bb7783671d,canceled,2017-06-07T20:11:29.000Z,"","","",2017-07-04T00:00:00.000Z
97102,57817,470e4a0aae7ae6c3bb0aa161b7abf205,delivered,2018-07-27T10:47:14.000Z,2018-07-28T02:35:18.000Z,2018-07-30T12:26:00.000Z,2018-08-02T19:28:53.000Z,2018-08-15T00:00:00.000Z
97103,63712,b149455fa7496682b0416179a74cb8bb,delivered,2017-11-08T14:42:39.000Z,2017-11-08T14:50:50.000Z,2017-11-10T16:12:57.000Z,2017-11-21T22:19:00.000Z,2017-11-29T00:00:00.000Z
97104,30820,000aed2e25dbad2f9ddb70584c5a2ded,delivered,2018-05-11T20:33:38.000Z,2018-05-11T20:57:03.000Z,2018-05-16T14:26:00.000Z,2018-05-18T16:46:31.000Z,2018-05-22T00:00:00.000Z
97105,162,507ade1b30ebcd50657684efabcd135f,delivered,2017-11-09T10:09:01.000Z,2017-11-09T10:26:52.000Z,2017-11-10T18:46:47.000Z,2017-11-13T15:59:18.000Z,2017-12-01T00:00:00.000Z
97106,41512,ba78eeba3ae33579487bedc08dce96be,delivered,2017-01-24T14:14:29.000Z,2017-01-24T14:25:22.000Z,2017-01-25T09:38:56.000Z,2017-02-10T12:09:03.000Z,2017-03-09T00:00:00.000Z
97107,12297,e18be83c4a3b99b4eab98b64ae5bee5b,delivered,2018-03-13T15:57:08.000Z,2018-03-13T16:48:07.000Z,2018-03-14T22:24:42.000Z,2018-03-17T06:51:44.000Z,2018-03-23T00:00:00.000Z
97108,66074,d2142399ae9975a18c099e642c5e48f9,delivered,2017-04-17T21:09:39.000Z,2017-04-17T21:22:12.000Z,2017-04-20T16:24:24.000Z,2017-05-29T08:10:00.000Z,2017-05-25T00:00:00.000Z
97109,30607,6e3ff590b497a3de669506cfaed55b4a,delivered,2017-05-24T13:55:43.000Z,2017-05-24T14:05:14.000Z,2017-05-25T10:54:44.000Z,2017-05-29T11:24:40.000Z,2017-06-16T00:00:00.000Z
97110,8155,c9e7e5db848d9887106af64ce027ff75,delivered,2018-05-16T21:00:35.000Z,2018-05-16T21:15:30.000Z,2018-05-18T19:00:00.000Z,2018-05-21T20:16:31.000Z,2018-05-28T00:00:00.000Z
97111,66233,bdf4423bf60eac03b6786ebd0e507cc1,delivered,2017-01-26T23:10:07.000Z,2017-01-26T23:25:14.000Z,2017-02-06T11:54:30.000Z,2017-02-15T15:27:48.000Z,2017-02-20T00:00:00.000Z
97112,33888,33401c04efca8f6e33ee1cc1eaa8e32a,delivered,2018-08-08T16:53:14.000Z,2018-08-09T17:35:15.000Z,2018-08-10T15:18:00.000Z,2018-08-14T18:25:28.000Z,2018-08-13T00:00:00.000Z
97113,33686,a4e589b74835bc3afcbd2f9e8c5f7fd5,delivered,2017-08-18T13:19:58.000Z,2017-08-22T04:16:21.000Z,2017-08-25T18:16:49.000Z,2017-09-01T17:32:10.000Z,2017-09-11T00:00:00.000Z
97114,35887,03b9c1e9a4406645c06dde26f4a704e9,delivered,2017-02-27T09:27:13.000Z,2017-02-27T09:41:57.000Z,2017-03-01T06:52:31.000Z,2017-03-10T07:58:50.000Z,2017-04-04T00:00:00.000Z
97115,35085,857699cd8c2658e12a5870b9b54eadfb,delivered,2017-12-07T10:23:12.000Z,2017-12-07T10:34:25.000Z,2017-12-08T23:49:05.000Z,2018-01-15T13:05:45.000Z,2018-01-12T00:00:00.000Z
97116,44836,89c2989bfa78c40ee84930e6ffc320b9,processing,2018-03-23T18:45:55.000Z,2018-03-23T19:27:39.000Z,"","",2018-04-12T00:00:00.000Z
97117,72723,df0bb4e3a5f6d5151441f441a58aa806,delivered,2017-11-24T22:49:57.000Z,2017-11-25T01:55:25.000Z,2017-12-12T22:26:36.000Z,2017-12-27T19:49:02.000Z,2017-12-19T00:00:00.000Z
97118,66092,c92a96b2edf7f42ebf19837f97f6009b,delivered,2017-08-15T23:41:01.000Z,2017-08-17T08:45:12.000Z,2017-08-18T20:40:03.000Z,2017-08-24T20:11:35.000Z,2017-09-04T00:00:00.000Z
97119,48386,29345ccb0ecccd723beb7de346e0528f,delivered,2017-10-17T19:25:57.000Z,2017-10-17T19:45:54.000Z,2017-10-27T21:03:34.000Z,2017-11-13T12:17:38.000Z,2017-11-16T00:00:00.000Z
97120,87391,14cdf6b0e28c9bea424092db68bd3847,delivered,2017-07-24T16:26:09.000Z,2017-07-24T16:43:03.000Z,2017-07-26T11:12:35.000Z,2017-07-27T13:34:24.000Z,2017-08-15T00:00:00.000Z
97121,84341,2685303a30b9133248bb610af20a7811,delivered,2017-03-22T08:42:45.000Z,2017-03-22T08:42:45.000Z,2017-03-24T10:35:14.000Z,2017-03-29T16:08:53.000Z,2017-04-10T00:00:00.000Z
97122,12327,66f914f1914a21decb9c8cd76cbca55f,delivered,2017-11-30T17:20:03.000Z,2017-11-30T17:30:59.000Z,2017-12-04T20:25:00.000Z,2017-12-14T16:48:47.000Z,2017-12-27T00:00:00.000Z
97123,98051,d9137c81bf939fd8a1934f77b701422c,delivered,2018-06-25T20:49:44.000Z,2018-06-25T21:13:05.000Z,2018-06-26T14:35:00.000Z,2018-06-29T00:26:31.000Z,2018-07-16T00:00:00.000Z
97124,75008,1dec11386bca25ac9f2eb159feccd7ca,delivered,2018-05-03T09:18:32.000Z,2018-05-03T09:41:46.000Z,2018-05-04T13:47:00.000Z,2018-05-10T19:03:30.000Z,2018-05-21T00:00:00.000Z
97125,91822,66057d37308e787052a32828cd007e58,delivered,2017-04-15T19:22:06.000Z,2017-04-15T19:35:13.000Z,2017-04-19T13:25:07.000Z,2017-05-24T08:11:57.000Z,2017-05-18T00:00:00.000Z
97126,99296,ce739db6acc9dd893a9319a2629953e7,delivered,2017-12-28T22:27:15.000Z,2017-12-28T22:38:21.000Z,2018-01-02T20:19:54.000Z,2018-01-12T20:19:23.000Z,2018-01-31T00:00:00.000Z
97127,96559,da28bbd0cc0e923ee858fdeb0039a0b9,delivered,2017-09-27T15:58:52.000Z,2017-09-27T16:14:30.000Z,2017-09-29T13:35:04.000Z,2017-10-11T21:13:35.000Z,2017-10-31T00:00:00.000Z
97128,85411,adff7b867a7bd97bcf42ddec332f246d,delivered,2018-04-16T16:45:59.000Z,2018-04-16T17:34:20.000Z,2018-04-18T18:56:41.000Z,2018-04-20T11:33:09.000Z,2018-04-26T00:00:00.000Z
97129,49910,5f855e92f134f2d544ec90a5864bc73e,delivered,2018-04-12T10:47:54.000Z,2018-04-12T11:41:11.000Z,2018-04-12T20:51:51.000Z,2018-04-16T19:22:31.000Z,2018-05-08T00:00:00.000Z
97130,54352,466a97f80260f9336c1be60a53042e14,delivered,2018-01-25T20:30:55.000Z,2018-01-25T20:59:02.000Z,2018-01-29T23:58:52.000Z,2018-01-31T20:48:35.000Z,2018-02-14T00:00:00.000Z
97131,44113,bd5ffda97fccc263e7c4f0f4f3f42b88,delivered,2018-06-22T16:04:28.000Z,2018-06-22T18:15:53.000Z,2018-06-28T14:48:00.000Z,2018-07-03T21:08:47.000Z,2018-07-18T00:00:00.000Z
97132,9682,943eaec3487658de2dc5291e9c051e51,delivered,2017-05-19T11:43:01.000Z,2017-05-19T11:55:23.000Z,2017-05-19T13:20:50.000Z,2017-05-24T10:34:16.000Z,2017-06-12T00:00:00.000Z
97133,16028,bdc0bd072186ba7097165ec74875f0eb,delivered,2018-04-27T18:40:55.000Z,2018-04-27T18:51:25.000Z,2018-04-30T15:46:00.000Z,2018-05-05T17:47:32.000Z,2018-05-22T00:00:00.000Z
97134,22813,c69f0380799b51f882ec31e9761cd497,delivered,2018-05-21T21:37:31.000Z,2018-05-22T21:35:44.000Z,2018-05-23T14:14:00.000Z,2018-06-08T13:42:58.000Z,2018-06-21T00:00:00.000Z
97135,53562,dbd2fb4a3599d11c9e02b4fb4c6f9992,delivered,2018-03-16T21:54:40.000Z,2018-03-17T16:56:09.000Z,2018-03-20T02:21:01.000Z,2018-03-25T16:22:53.000Z,2018-04-18T00:00:00.000Z
97136,36470,14861b02076ed7da9471988265a0104b,delivered,2018-07-12T00:03:11.000Z,2018-07-12T00:15:15.000Z,2018-07-12T14:03:00.000Z,2018-07-13T16:48:34.000Z,2018-07-26T00:00:00.000Z
97137,6168,698f476267deedddbe4ad589590ccae6,delivered,2018-04-11T18:43:39.000Z,2018-04-11T18:51:19.000Z,2018-04-12T23:06:43.000Z,2018-04-24T10:16:56.000Z,2018-05-10T00:00:00.000Z
97138,81663,a1fa8465f15178a62e2429d53c230d99,delivered,2017-11-16T17:32:44.000Z,2017-11-17T17:47:43.000Z,2017-11-21T17:13:41.000Z,2017-11-23T16:16:40.000Z,2017-11-29T00:00:00.000Z
97139,26853,2b950091945098a44e96447b5c4d9e85,delivered,2017-11-19T03:32:40.000Z,2017-11-19T05:32:38.000Z,2017-11-22T01:32:30.000Z,2017-11-27T22:48:25.000Z,2017-12-07T00:00:00.000Z
97140,62511,9d817e85739426de1efcd842ee59cbd1,delivered,2018-05-15T00:08:11.000Z,2018-05-16T00:15:48.000Z,2018-05-16T15:51:00.000Z,2018-05-22T17:52:56.000Z,2018-06-21T00:00:00.000Z
97141,79560,c4c9066b8b703b82bbaa0561244e0e0f,delivered,2018-03-01T17:44:41.000Z,2018-03-01T17:55:35.000Z,2018-03-03T00:04:36.000Z,2018-03-27T15:08:44.000Z,2018-03-28T00:00:00.000Z
97142,95877,7cbdd21eaf3b8934a3b11338c0f3aa7f,delivered,2017-07-22T00:55:46.000Z,2017-07-22T01:05:10.000Z,2017-07-27T15:03:11.000Z,2017-08-07T22:04:45.000Z,2017-08-25T00:00:00.000Z
97143,63187,3e76656d05c5a539d8a720fc5f91b64f,delivered,2018-04-19T13:29:33.000Z,2018-04-19T13:53:35.000Z,2018-04-25T15:31:00.000Z,2018-05-02T14:28:53.000Z,2018-05-14T00:00:00.000Z
97144,66402,be580c71d638ce682e9792c27c7aacb2,processing,2017-03-14T20:12:18.000Z,2017-03-14T20:12:18.000Z,"","",2017-04-10T00:00:00.000Z
97145,54104,1f1ee480dfe62c3f7ab8829405e075c1,delivered,2018-05-17T16:42:43.000Z,2018-05-18T00:15:32.000Z,2018-05-22T07:46:00.000Z,2018-05-24T00:44:19.000Z,2018-05-30T00:00:00.000Z
97146,66227,a12153dad2df2a9170ad612eb14a99e3,delivered,2018-02-11T15:52:09.000Z,2018-02-15T03:55:46.000Z,2018-02-15T20:21:45.000Z,2018-02-23T19:47:17.000Z,2018-03-13T00:00:00.000Z
97147,44753,57f3dce57b231e9b80186f99ded08cf8,delivered,2018-01-30T22:23:38.000Z,2018-01-30T22:52:12.000Z,2018-02-03T01:37:25.000Z,2018-02-14T15:28:56.000Z,2018-02-23T00:00:00.000Z
97148,54820,5ac3fcbc8dcadd9d700bd4dea8aca74d,delivered,2018-03-30T19:55:00.000Z,2018-03-30T20:47:26.000Z,2018-04-02T17:06:53.000Z,2018-05-07T19:48:48.000Z,2018-05-03T00:00:00.000Z
97149,41840,69ab7fdbd887d055b05826a8cc5591d7,delivered,2017-02-07T21:17:45.000Z,2017-02-09T02:55:40.000Z,2017-02-10T11:20:36.000Z,2017-02-14T12:37:28.000Z,2017-03-06T00:00:00.000Z
97150,33379,7bab8fdc27c8cc367c51bb3c4f8bcc42,delivered,2018-03-02T19:29:10.000Z,2018-03-02T19:48:48.000Z,2018-03-05T18:09:40.000Z,2018-03-23T23:02:27.000Z,2018-03-29T00:00:00.000Z
97151,56903,1d4fef737d9b6c214e13e92ae014018f,delivered,2018-08-18T18:50:32.000Z,2018-08-18T19:09:40.000Z,2018-08-21T12:25:00.000Z,2018-08-24T14:08:27.000Z,2018-08-30T00:00:00.000Z
97152,85800,9d0ead55b274d0c21fe95108b4b3ffe8,delivered,2018-07-24T15:27:57.000Z,2018-07-25T15:25:15.000Z,2018-07-27T11:30:00.000Z,2018-08-04T15:32:01.000Z,2018-08-09T00:00:00.000Z
97153,55910,34984c4e45c628649f0e6c60a8f626f9,delivered,2018-05-29T23:33:44.000Z,2018-05-29T23:51:54.000Z,2018-05-30T13:13:00.000Z,2018-06-01T14:28:38.000Z,2018-06-21T00:00:00.000Z
